,Symbol,Name,Industry,IndustryCode
3368,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
3369,LAAA,Lakeshore Acquisition I Corp,기타 금융업,556010
3370,IPWR,Ideal Power Inc,재생에너지,502010
3371,WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
3372,ESSC,East Stone Acquisition Corp,기타 금융업,556010
3373,OCX,OncoCyte Corp,생명과학 및 메디컬 리서치,562020
3374,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3375,SURG,Surgepays Inc,통신 서비스,574010
3376,STBX,Starbox Group Holdings Ltd,전문 및 상업 서비스,522030
3377,GMGI,Golden Matrix Group Inc,소프트웨어 및 IT서비스,572010
3378,MCAE,Mountain Crest Acquisition Corp III,기타 금융업,556010
3379,USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
3380,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3381,TLSA,Tiziana Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
3382,GPCO,Golden Path Acquisition Corp,기타 금융업,556010
3383,QUBT,Quantum Computing Inc,소프트웨어 및 IT서비스,572010
3384,HOWL,Werewolf Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3385,NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
3386,LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
3387,ASCAU,A SPAC I Acquisition Units,기타 금융업,556010
3388,FBIOP,Fortress Biotech 9 375 Cumulative Redeemable Perpetual Pref Shs Series A,제약,562010
3389,PNACU,Prime Number Acquisition I Units,기타 금융업,556010
3390,RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
3391,MCADU,Mountain Crest Acquisition II Units,기타 금융업,556010
3392,MOVE,Movano Inc,헬스케어 장비 및 용품,561010
3393,ACHL,Achilles Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3394,HOOK,HOOKIPA Pharma Inc,제약,562010
3395,CLST,Catalyst Bancorp Inc,은행,551010
3396,SPRO,Spero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3397,FTHM,Fathom Holdings Inc,부동산 운영 관리,601010
3398,RPHM,Reneo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3399,LIFE,aTyr Pharma Inc,생명과학 및 메디컬 리서치,562020
3400,GTBP,GT Biopharma Inc,제약,562010
3401,CLNN,Clene Inc.,생명과학 및 메디컬 리서치,562020
3402,LOGC,LogicBio Therapeutics Inc,제약,562010
3403,INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
3404,GALT,Galectin Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3405,TZOO,Travelzoo,호텔 및 엔터테인먼트,533010
3406,VIRC,Virco Mfg Corp,전문 및 상업 서비스,522030
3407,OXLCM,Oxford Lane Cap 6 75 Pref Shs Series 2024,다양한 금융서비스,555010
3408,SPK,SPK Acquisition Corp,기타 금융업,556010
3409,ASRV,Ameriserv Financial Inc,은행,551010
3410,XLO,Xilio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3411,HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
3412,DMTK,DermTech Inc,헬스케어 장비 및 용품,561010
3413,FLUX,Flux Power Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3414,UONE,Urban One Inc Class A,미디어 및 출판,533020
3415,ASMB,Assembly Biosciences Inc,제약,562010
3416,PCTTU,PureCycle Technologies Unit,전문 및 상업 서비스,522030
3417,WRAP,Wrap Technologies Inc,커뮤니케이션 및 네트워킹,571020
3418,GLG,TD Holdings Inc,운송업,524060
3419,LFMD,LifeMD Inc,다양한 소매업,534020
3420,SRZN,Surrozen Inc,생명과학 및 메디컬 리서치,562020
3421,HTIBP,HEALTHCARE Cumulative Redeemable Perpetual Pref Shs Series B,주택 및 상업용 리츠,601020
3422,BNOX,Bionomics Ltd ADR,생명과학 및 메디컬 리서치,562020
3423,CTSO,Cytosorbents Corp,헬스케어 장비 및 용품,561010
3424,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3425,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3426,PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
3427,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3428,NA,Nano Labs Ltd ADR,반도체 및 반도체 장비,571010
3429,GAN,Gan Ltd,소프트웨어 및 IT서비스,572010
3430,FFBW,Ffbw Inc,은행,551010
3431,BAFN,Bayfirst Financial Corp,은행,551010
3432,TENKU,Tenx Keane Acquisition Units,기타 금융업,556010
3433,FTAIP,FTAI Aviation 8 25 Fixed to Floating Rate Cumulative Perpetual Redeemable Prf,은행,551010
3434,CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
3435,OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
3436,HUDAU,Hudson Acquisition I Units,기타 금융업,556010
3437,SJ,Scienjoy Holding Corp Class A,소프트웨어 및 IT서비스,572010
3438,LVO,LiveOne Inc,미디어 및 출판,533020
3439,TALS,Talaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3440,LJAQ,Lightjump Acquisition Corp,기타 금융업,556010
3441,ACBA,Ace Global Business Acquisition Ltd,기타 금융업,556010
3442,MGTA,Magenta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3443,ANEB,Anebulo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3444,SURF,Surface Oncology Inc,생명과학 및 메디컬 리서치,562020
3445,ETON,Eton Pharmaceuticals Inc,제약,562010
3446,GNPX,Genprex Inc,생명과학 및 메디컬 리서치,562020
3447,FSEA,First Seacoast Bancorp Inc,은행,551010
3448,EYEN,Eyenovia Inc,제약,562010
3449,AAOI,Applied Optoelectronics Inc,전자 장비 및 부품,571040
3450,SSIC,Silver Spike Investment Corp,은행,551010
3451,ARIZU,Arisz Acquisition Units,기타 금융업,556010
3452,SCYX,SCYNEXIS Inc,제약,562010
3453,IROQ,IF Bancorp Inc,은행,551010
3454,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3455,VLNS,Valens Company Inc,제약,562010
3456,AXLA,Axcella Health Inc,생명과학 및 메디컬 리서치,562020
3457,AQMS,Aqua Metals Inc,메탈&마이닝,512010
3458,PMCB,PharmaCyte Biotech Inc,제약,562010
3459,ACBAU,Ace Global Business Acquisition Units,기타 금융업,556010
3460,TCRX,TScan Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3461,CLGN,Collplant Biotechnologies Ltd,생명과학 및 메디컬 리서치,562020
3462,AAME,Atlantic American Corp,보험,553010
3463,RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
3464,PAFOU,Pacifico Acquisition Units,기타 금융업,556010
3465,APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
3466,LPTX,Leap Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3467,VRAR,Glimpse Group Inc,소프트웨어 및 IT서비스,572010
3468,LAX,8i Acquisition 2 Corp,기타 금융업,556010
3469,BCLI,Brainstorm Cell Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3470,PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
3471,JNCE,Jounce Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3472,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3473,VENAU,Venus Acquisition Units,기타 금융업,556010
3474,APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
3475,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3476,LKCO,Luokung Technology Corp,소프트웨어 및 IT서비스,572010
3477,AIRT,Air T Inc,화물 및 물류 서비스,524050
3478,RAM,Aries I Acquisition Corp Class A,기타 금융업,556010
3479,MPACU,Model Performance Acquisition Units,기타 금융업,556010
3480,LTBR,Lightbridge Corp,전문 및 상업 서비스,522030
3481,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
3482,ISO,IsoPlexis Corp,헬스케어 장비 및 용품,561010
3483,NRXP,NRX Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3484,ATLCP,Atlanticus Holdings 7.625 Cumulative Perpetual Pref Shs Series B,은행,551010
3485,CRDF,Cardiff Oncology Inc,생명과학 및 메디컬 리서치,562020
3486,CKPT,Checkpoint Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3487,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
3488,UPTD,Tradeup Acquisition Corp,기타 금융업,556010
3489,DYAI,Dyadic International Inc,생명과학 및 메디컬 리서치,562020
3490,RCAT,Red Cat Holdings Inc,우주항공 및 국방,521010
3491,CABA,Cabaletta Bio Inc,생명과학 및 메디컬 리서치,562020
3492,GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
3493,PPHPU,PHP Ventures Acquisition Units,기타 금융업,556010
3494,FOXWU,FoxWayne Enterprises Acquisition Units,기타 금융업,556010
3495,CRWS,Crown Crafts Inc,레저 상품,532050
3496,CYT,Cyteir Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3497,KAVL,Kaival Brands Innovations Group Inc,식품 및 약품소매,543010
3498,TXMD,TherapeuticsMD Inc,제약,562010
3499,EQ,Equillium Inc,제약,562010
3500,EMKR,EMCORE Corp,커뮤니케이션 및 네트워킹,571020
3501,BSGAU,Blue Safari Group Acquisition Units,기타 금융업,556010
3502,KFFB,Kentucky First Federal Bancorp,은행,551010
3503,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3504,EBON,Ebang International Holdings Inc Class A,"컴퓨터, 전화 및 가전제품",571060
3505,GDSTU,Goldenstone Acquisition Units,기타 금융업,556010
3506,OMEX,Odyssey Marine Exploration Inc,메탈&마이닝,512010
3507,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3508,MCAFU,Mountain Crest Acquisition IV Units,기타 금융업,556010
3509,AEYE,AudioEye Inc,소프트웨어 및 IT서비스,572010
3510,KOSS,Koss Corp,"컴퓨터, 전화 및 가전제품",571060
3511,SEED,Origin Agritech Ltd,식품 및 담배,541020
3512,LITM,Snow Lake Resources Ltd,메탈&마이닝,512010
3513,OCFCP,Oceanfirst Finl Depositary Shs Repstg 1 40 Perp Prf Shs,은행,551010
3514,AVTX,Avalo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3515,AACG,ATA Creativity Global ADR,교육서비스,631010
3516,BWBBP,Bridgewater Bancshares DS 1 100th Int 5 875 Non Cumu Perpl Prf Shs Series A,은행,551010
3517,GAIA,Gaia Inc Class A,미디어 및 출판,533020
3518,HVBC,HV Bancorp Inc,은행,551010
3519,SIEB,Siebert Financial Corp,투자은행 및 서비스,551020
3520,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3521,NMRD,Nemaura Medical Inc,헬스케어 장비 및 용품,561010
3522,SY,So-Young International Inc ADR,소프트웨어 및 IT서비스,572010
3523,MDWD,Mediwound Ltd,제약,562010
3524,AQUNU,Aquaron Acquisition Units,기타 금융업,556010
3525,CFSB,CFSB Bancorp Inc,은행,551010
3526,WIMI,WiMi Hologram Cloud Inc ADR,소프트웨어 및 IT서비스,572010
3527,NSTS,NSTS Bancorp Inc,은행,551010
3528,TATT,TAT Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
3529,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3530,ORTX,Orchard Therapeutics PLC ADR,제약,562010
3531,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
3532,NVNO,enVVeno Medical Corp,생명과학 및 메디컬 리서치,562020
3533,EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
3534,DILAU,DILA Capital Acquisition Units,기타 금융업,556010
3535,TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
3536,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3537,HYPR,Hyperfine Inc Class A,헬스케어 장비 및 용품,561010
3538,GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
3539,BOTJ,Bank of the James,은행,551010
3540,LRFC,Logan Ridge Finance Corp,투자은행 및 서비스,551020
3541,AQST,Aquestive Therapeutics Inc,제약,562010
3542,SFE,Safeguard Scientifics Inc,투자은행 및 서비스,551020
3543,SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
3544,OXLCN,Oxford Lane Capital 7 125 Prf Shs Series 2029,다양한 금융서비스,555010
3545,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3546,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3547,PXS,Pyxis Tankers Inc,화물 및 물류 서비스,524050
3548,ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
3549,SGLY,Singularity Future Technology Ltd,핀테크,573010
3550,DUNE,Dune Acquisition Corp Class A,기타 금융업,556010
3551,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3552,EDTX,EdtechX Holdings Acquisition Corp II Class A,기타 금융업,556010
3553,CCNEP,CNB FINL Depositary Shs REP 1 40 Prf Series A,은행,551010
3554,AUGX,Augmedix Inc,전문 및 상업 서비스,522030
3555,XWEL,XWELL Inc,"개인, 가정 용품 및 서비스",542010
3556,SWVL,Swvl Holdings Corp Class A,운송업,524060
3557,QOMOU,Qomolangma Acquisition Units,기타 금융업,556010
3558,BWAY,Brainsway Ltd ADR,헬스케어 장비 및 용품,561010
3559,VEV,Vicinity Motor Corp,"건설장비 및 대형차, 기차, 배",521020
3560,GBRGU,Goldenbridge Acq Units,기타 금융업,556010
3561,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3562,VTSI,VirTra Inc,우주항공 및 국방,521010
3563,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3564,PLTNU,Plutonian Acquisition Units,기타 금융업,556010
3565,RSSS,Research Solutions Inc,소프트웨어 및 IT서비스,572010
3566,TCRR,TCR2 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3567,AQU,Aquaron Acquisition Corp,기타 금융업,556010
3568,CBMB,CBM Bancorp Inc,기타 금융업,556010
3569,OESX,Orion Energy Systems Inc,주택건설,532030
3570,CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
3571,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3572,VENA,Venus Acquisition Corp,기타 금융업,556010
3573,OCUP,Ocuphire Pharma Inc,제약,562010
3574,NCNA,NuCana PLC ADR,생명과학 및 메디컬 리서치,562020
3575,LAXXU,8i Acquisition 2 Units,기타 금융업,556010
3576,UG,United-Guardian Inc,제약,562010
3577,GSIT,GSI Technology Inc,반도체 및 반도체 장비,571010
3578,JFU,9F Inc ADR Class A,투자은행 및 서비스,551020
3579,GLYC,GlycoMimetics Inc,생명과학 및 메디컬 리서치,562020
3580,DXR,Daxor Corp,다양한 금융서비스,555010
3581,DSWL,Deswell Industries Inc,화학,511010
3582,BRLIU,Brilliant Acquisition Unit,기타 금융업,556010
3583,DCOMP,Dime Community Bancshares Cumulative Perpetual Pref Shs Series A,은행,551010
3584,GOODN,GLADSTONE COML Pref Shs,주택 및 상업용 리츠,601020
3585,KIRK,Kirkland's Inc,전문품 상점,534030
3586,OXLCO,Oxford Lane Capital 6 Pref Shs Series 2029,다양한 금융서비스,555010
3587,REKR,Rekor Systems Inc,소프트웨어 및 IT서비스,572010
3588,LAAAU,Lakeshore Acquisition I Units,기타 금융업,556010
3589,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3590,MCAEU,Mountain Crest Acquisition III Units,기타 금융업,556010
3591,SPKAU,SPK Acquisition Units,기타 금융업,556010
3592,NHTC,Natural Health Trends Corp,전문품 상점,534030
3593,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3594,MDWT,Midwest Holding Inc,보험,553010
3595,AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3596,ICCH,ICC Holdings Inc,보험,553010
3597,FNCH,Finch Therapeutics Group Inc,생명과학 및 메디컬 리서치,562020
3598,LYLT,Loyalty Ventures Inc,미디어 및 출판,533020
3599,ADOC,Edoc Acquisition Corp Class A,기타 금융업,556010
3600,APGN,Apexigen Inc,생명과학 및 메디컬 리서치,562020
3601,BYFC,Broadway Financial Corp,은행,551010
3602,MESA,Mesa Air Group Inc,운송업,524060
3603,NEON,Neonode Inc,전자 장비 및 부품,571040
3604,MOGO,Mogo Inc,은행,551010
3605,TCBS,Texas Community Bancshares Inc,은행,551010
3606,PMN,ProMIS Neurosciences Inc,생명과학 및 메디컬 리서치,562020
3607,PYXS,Pyxis Oncology Inc,생명과학 및 메디컬 리서치,562020
3608,NAII,Natural Alternatives International Inc,제약,562010
3609,NPCE,Neuropace Inc,헬스케어 장비 및 용품,561010
3610,IMNM,Immunome Inc,생명과학 및 메디컬 리서치,562020
3611,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3612,FUSB,First US Bancshares Inc,은행,551010
3613,EFSCP,Enterprise Finl Svcs DRC Rep Non Cum Perp Pfd Series A,은행,551010
3614,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
3615,MBINP,Merchants Bancorp 7 Perp Pfd Fixed Fltg Perpetual Pref Shs Series A,은행,551010
3616,DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
3617,USIO,Usio Inc,전문 및 상업 서비스,522030
3618,LANDM,GLADSTONE LD Term Pref Shs,주택 및 상업용 리츠,601020
3619,CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3620,CORZ,Core Scientific Inc,핀테크,573010
3621,JWEL,Jowell Global Ltd,다양한 소매업,534020
3622,NYMTZ,New York Mortgage Trust 7 000 Cumul Redeem Pref Shs Series G,주택 및 상업용 리츠,601020
3623,SLDB,Solid Biosciences Inc,생명과학 및 메디컬 리서치,562020
3624,COEP,Bull Horn Holdings Corp.,기타 금융업,556010
3625,ZIONP,Zions Bancorporation DS Representing 1/40th Floating Rate Non Cum Perpetual,은행,551010
3626,LTRN,Lantern Pharma Inc.,생명과학 및 메디컬 리서치,562020
3627,AWH,Aspira Women's Health Inc,생명과학 및 메디컬 리서치,562020
3628,BOLT,Bolt Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3629,OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3630,BIOR,Biora Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3631,BTCY,Biotricity Inc,헬스케어 장비 및 용품,561010
3632,LFVN,LifeVantage Corp,제약,562010
3633,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3634,SRAX,SRAX Inc Class A,미디어 및 출판,533020
3635,MLACU,Malacca Straits Acq Units,기타 금융업,556010
3636,CADL,Candel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3637,ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
3638,OTMO,Otonomo Technologies Ltd,핀테크,573010
3639,MTBC,CareCloud Inc,소프트웨어 및 IT서비스,572010
3640,SNPX,Synaptogenix Inc,생명과학 및 메디컬 리서치,562020
3641,KEQU,Kewaunee Scientific Corp,전문 및 상업 서비스,522030
3642,MEGL,Magic Empire Global Ltd,투자은행 및 서비스,551020
3643,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3644,MYT,Urban Tea Inc,식품 및 약품소매,543010
3645,OMQS,Omniq Corp,소프트웨어 및 IT서비스,572010
3646,NXTC,NextCure Inc,생명과학 및 메디컬 리서치,562020
3647,MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
3648,NICK,Nicholas Financial Inc,은행,551010
3649,PSAGU,Property Solutions Acquisition II Units,기타 금융업,556010
3650,SNSE,Sensei Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3651,SABS,SAB Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3652,GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
3653,TMDI,Titan Medical Inc,헬스케어 장비 및 용품,561010
3654,ESOA,Energy Services Of America Corp,건설 및 엔지니어링,522010
3655,DRCT,Direct Digital Holdings Inc Class A,미디어 및 출판,533020
3656,RNLX,Renalytix PLC ADR,헬스케어 장비 및 용품,561010
3657,AERC,AeroClean Technologies Inc,전문 및 상업 서비스,522030
3658,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
3659,EDRY,EuroDry Ltd,화물 및 물류 서비스,524050
3660,SYBX,Synlogic Inc,생명과학 및 메디컬 리서치,562020
3661,ICCM,Icecure Medical Ltd,헬스케어 장비 및 용품,561010
3662,TBKCP,Triumph Bancorp 40 Dep Shs Repstg 1 Perp Non Cum 7 125  Pref Shs Series C,은행,551010
3663,ATXG,Addentax Group Corp,화물 및 물류 서비스,524050
3664,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3665,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3666,SERA,Sera Prognostics Inc Class A,전문 및 상업 서비스,522030
3667,ALBT,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3668,CBRGU,Chain Bridge I Units,기타 금융업,556010
3669,GRCYU,Greencity Acquisition Units,기타 금융업,556010
3670,MBNKP,Medallion Bank Fixed to Floating Rate Non Cumulative Perpetual Pref Shs Series F,은행,551010
3671,GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
3672,AQB,AquaBounty Technologies Inc,생명과학 및 메디컬 리서치,562020
3673,MDVL,MedAvail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3674,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3675,UGRO,urban-gro Inc,식품 및 담배,541020
3676,OKYO,OKYO Pharma Ltd ADR,제약,562010
3677,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
3678,DNAY,Telesis Bio Inc,헬스케어 장비 및 용품,561010
3679,CNNB,Cincinnati Bancorp Inc,은행,551010
3680,TAYD,Taylor Devices Inc,"건설장비 및 대형차, 기차, 배",521020
3681,AIH,Aesthetic Medical International Holdings Group Ltd ADR,헬스케어 업체 및 서비스,561020
3682,MDNA,Medicenna Therapeutics Corp,생명과학 및 메디컬 리서치,562020
3683,BDSX,Biodesix Inc,헬스케어 업체 및 서비스,561020
3684,LUXH,Luxurban Hotels Inc,부동산 운영 관리,601010
3685,EVTV,Envirotech Vehicles Inc,자동차 및 자동차 부품,531010
3686,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3687,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3688,IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
3689,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3690,FLGC,Flora Growth Corp,헬스케어 업체 및 서비스,561020
3691,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
3692,TKLF,Yoshitsu Co Ltd ADR,식품 및 약품소매,543010
3693,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
3694,CVV,CVD Equipment Corp,"건설장비 및 대형차, 기차, 배",521020
3695,RMCF,Rocky Mountain Chocolate Factory Inc (Delaware),식품 및 담배,541020
3696,CNEY,CN Energy Group Inc Class A,화학,511010
3697,BMRA,Biomerica Inc,헬스케어 장비 및 용품,561010
3698,SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
3699,TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
3700,ADAG,Adagene Inc ADR,생명과학 및 메디컬 리서치,562020
3701,BFI,Burgerfi International Inc,호텔 및 엔터테인먼트,533010
3702,WVVIP,Willamette Valley Vineyards Redeemable Pref Shs Series A,음료,541010
3703,SDIG,Stronghold Digital Mining Inc Class A,핀테크,573010
3704,UPTDU,TradeUP Acquisition Units,기타 금융업,556010
3705,INAB,IN8BIO  Inc.,생명과학 및 메디컬 리서치,562020
3706,RILYP,B Riley Financial DS Representing 1/1000 Cum Pref Series A,투자은행 및 서비스,551020
3707,WHLRD,Wheeler Real Estate Investment Trust Cumulative Pref Shs Series D,주택 및 상업용 리츠,601020
3708,MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
3709,NCMI,National Cinemedia Inc,미디어 및 출판,533020
3710,ARBK,Argo Blockchain PLC ADR,핀테크,573010
3711,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3712,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3713,QLI,Qilian International Holding Group Ltd,제약,562010
3714,ALGS,Aligos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3715,EARS,Auris Medical Holding Ltd,생명과학 및 메디컬 리서치,562020
3716,SPI,SPI Energy Co Ltd,재생에너지,502010
3717,GURE,Gulf Resources Inc,화학,511010
3718,WNW,Meiwu Technology Co Ltd,다양한 소매업,534020
3719,YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
3720,SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
3721,MTEX,Mannatech Inc,식품 및 담배,541020
3722,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
3723,CHCI,Comstock Holding Companies Inc Class A,부동산 운영 관리,601010
3724,FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
3725,TFFP,TFF Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3726,FKWL,Franklin Wireless Corp,커뮤니케이션 및 네트워킹,571020
3727,KRKR,36Kr Holdings Inc ADR,전문 및 상업 서비스,522030
3728,AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
3729,IDN,Intellicheck Inc,소프트웨어 및 IT서비스,572010
3730,AMTI,Applied Molecular Transport Inc.,생명과학 및 메디컬 리서치,562020
3731,PNBK,Patriot National Bancorp Inc,은행,551010
3732,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3733,CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3734,RAND,Rand Capital Corp,투자은행 및 서비스,551020
3735,SOPA,Society Pass Inc,소프트웨어 및 IT서비스,572010
3736,LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
3737,YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
3738,SNT,Senstar Technologies Ltd,전문 및 상업 서비스,522030
3739,GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3740,CNTB,Connect Biopharma Holdings Ltd ADR,생명과학 및 메디컬 리서치,562020
3741,AGBAU,AGBA Acquisition Units,기타 금융업,556010
3742,LBPS,4D Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
3743,PPBT,Purple Biotech Ltd ADR,생명과학 및 메디컬 리서치,562020
3744,SANW,S&W Seed Co,식품 및 담배,541020
3745,NOGN,Nogin Inc,소프트웨어 및 IT서비스,572010
3746,BLRX,BioLine RX Ltd ADR,생명과학 및 메디컬 리서치,562020
3747,MOSY,MoSys Inc,반도체 및 반도체 장비,571010
3748,ORGS,Orgenesis Inc,헬스케어 장비 및 용품,561010
3749,RVYL,Ryvyl Inc,소프트웨어 및 IT서비스,572010
3750,MSVB,Mid-Southern Bancorp Inc,은행,551010
3751,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3752,NSYS,Nortech Systems Inc,반도체 및 반도체 장비,571010
3753,USAU,US Gold Corp,메탈&마이닝,512010
3754,XGN,Exagen Inc,헬스케어 업체 및 서비스,561020
3755,UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
3756,WTER,Alkaline Water Company Inc,음료,541010
3757,POWWP,AMMO 8 75 Cumulative Redeemable Perpetual Prf Shs Series A,우주항공 및 국방,521010
